2026-08-19 13:52:46  [etl.sistema]       ✓ INFO      Logging inicializado — archivo: C:\1\OneDrive - Eficacia\Escritorio\ETLS\SCRIPTS\logs\ejecucion_202608_20260819_135246.log
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      Run ID compartido para esta corrida: 20260819T135246_bc03a3
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      ════════════════════════════════════════════════════════
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      ORQUESTADOR ETLs — Eficacia
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      Inicio: 2026-08-19 13:52:46
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      Run ID: 20260819T135246_bc03a3
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      Periodo: Agosto_2026 (08/2026)
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      ETLs seleccionados: ['cif', 'nopresencia', 'precios', 'sos', 'exhib_pagadas', 'exhib_gratis', 'ventas', 'impactos', 'impactos_segmentos']
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      Workers paralelos: 6
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      Skip si cached: False
2026-08-19 13:52:46  [etl.orquestador]   ✓ INFO      ════════════════════════════════════════════════════════
2026-08-19 13:52:46  [etl.shared_loader]  ⚠ WARNING   PT Directo y ISM no están en local para periodo 08/2026 (C:\1\OneDrive - Eficacia\Escritorio\ETLS\CIF\BASES\PLAN DE TRABAJO) — descargando desde SharePoint...
2026-08-19 13:52:54  [etl.shared_loader]  ✓ INFO      PT Directo descargado desde SharePoint: Plan de trabajo Directo Agosto 2026.xlsx
2026-08-19 13:52:55  [etl.shared_loader]  ✓ INFO      PT ISM descargado desde SharePoint: Plan de trabajo ISM Agosto 2026.xlsx
2026-08-19 13:52:55  [etl.shared_loader]  ✓ INFO      PT Directo detectado: Plan de trabajo Directo Agosto 2026.xlsx
2026-08-19 13:52:55  [etl.shared_loader]  ✓ INFO      PT ISM detectado: Plan de trabajo ISM Agosto 2026.xlsx
2026-08-19 13:52:55  [etl.shared_loader]  ✓ INFO      ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
2026-08-19 13:52:55  [etl.shared_loader]  ✓ INFO      Iniciando carga compartida del Plan de Trabajo
2026-08-19 13:52:55  [etl.shared_loader]  ✓ INFO      ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
2026-08-19 13:52:58  [etl.shared_loader]  ✓ INFO      [DIRECTO] 8,525 filas PT  |  3,251 filas módulos cargadas
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      [ISM] 2,482 filas PT  |  883 filas módulos cargadas
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      PT consolidado: 11,007 filas totales
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      Periodo forzado por el caller: Mes 8 | Año 2026
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      Aplicando filtros por módulo
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      [DIRECTO] no_presencia: D10 — 128 PDVs DISCOUNTER excluidos
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      [DIRECTO] no_presencia: D9 — filtro OBSERVACIÓN/ROL 4,878 → 4,352 filas
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      [DIRECTO] Módulo 'no_presencia': 4,352 filas retenidas
2026-08-19 13:52:59  [etl.shared_loader]  ✓ INFO      [ISM] no_presencia: D10 — 78 PDVs DISCOUNTER excluidos
